nmId,productValuation,color,text,answer
0,3,,"Рваная упаковка, вес неизвестен",приложите пожалуйста фотографии
0,2,зеленый,Первый сильный ветер и градусник упал. Не помог даже двойной скотч.,
0,3,"черный, белый","Складывается такое ощущение, что эта фирма -подделка,белье делают где то в подвале,швы не ровные, нитки запутаны,ткань мятая,раньше белье этой фирмы было отличное,а теперь какой то ужас.","Здравствуйте! Спасибо за отзыв, Ваше мнение для нас очень ценно! Сожалеем о данной ситуации и приносим свои извинения. Мы обязательно учтем Ваши замечания и будем стараться в дальнейшем только радовать Вас отличным качеством обслуживания. С уважением, интернет - магазин Wildberries. "
0,5,светло-желтый,"Паста просто бомбически вкусная! Перепробовала много арахисовых паст, а главное всегда смотрю на состав. Здесь се идеально, кроме одного - уж очень быстро заканчивается так как баночка маленькая 😁",
10003003,5,белый,Отличный наматрасник. Спасибо.,
0,4,темно-синий,"На небольшую грудь. Ношу 46-48 (рост 164, 3 размер груди) мне оказалось тесно. Длина в пол,под каблук.",
0,3,розовый,Среднее качество,"Добрый день! Мы сожалеем, что постельное белье не оправдало Ваших ожиданий. Очень надеемся, что следующие покупки принесут Вам больше радости."
0,3,colorless,"Дополняю свой вчерашний отзыв. Данный кисель в готовом виде менее ароматный, косточек от ягоды малины практически нет. При открытии упаковки резкий запах кислоты (скорее всего лимонной), малиной как у ""Фабрика ягод"" и не пахнет. Цвет при растворении более бледный (скорее всего, крахмальной части продукта больше чем натурального экструдированного малинового сока). Качество киселя уступает по многим параметрам по сравнению с торговой маркой ""Фабрика ягод"". Товар был приобретен за 758 рублей за 1 кг. Цена очень завышена, и не соответствует качеству именно той торговой марки, которую прислали. К покупке данный товар не рекомендую.","Благодарим, что уделили время! Технология киселей одна, и в нашей компетенции ее охранять и контролировать. Мы не используем экструдированные соки, у нас даже нет такого оборудования. Мы используем натуральные измельченные ягоды. Лимонная кислота это только регулятор кислотности продукта, она соответствует ТР ТС 029/2012. Норма закладки  менее 0.1%. Лимонная кислота не имеет запаха. Приятных Вам покупок! Пробуйте также арт. 12216078, и новинку арт. 12989076. "
0,4,зеленый,"Босоножки, конечно красивые и на высокий подъем подойдут и в размер, но на узкую ногу и за 4000 они должны быть безупречны, а каблуки какие то как помыты мокрой тряпкой, разводы от воды и повреждения, хоть и незначительные, отказ","Добрый день! Большое спасибо за оставленный отзыв - для нас это очень важно! Но по вопросам брака и % выкупа, обращайтесь пожалуйста в раздел ""Проверка товара"" В личном кабинете. С уважение, Milana."
0,3,черный,"Две линзы в комплекте, хотя на упаковке написано три. Качество исполнения среднее.",
0,3,бордовый,"К сожалению, как бумага на ощупь ( хотя размер мне понравился",
0,1,,"Банка, как и у многих, пришла разбитая. К сожалению, обнаружили это уже придя домой. Вкус оценивать не рискнули, так есть мелкие осколки стекла. Поставщику, очевидно, следует продумать более надежную упаковку, учитывая ""бережное"" отношение к посылкам службы доставки.","Алексей, добрый день! Жаль, что баночка была повреждена во время транспортировки(. Мы очень хотим, чтобы заказы продукции ""Иван-поле"" радовали покупателей, поэтому хотим выслать вам целую баночку этого десерта бесплатно! Пожалуйста, напишите на нашу почту (вы можете найти ее на сайте нашего интернет-магазина) или позвоните по телефону горячей линии (указан на каждой упаковке), будем ждать. Надеемся, что продукт в итоге заслужит вашу высокую оценку! 
Мы работаем над тем, чтобы сделать упаковку более крепкой и надежной, очень надеемся, что совсем скоро таких проблем больше не будет возникать."
0,3,прозрачный,"Не самые лучшие патчи, которые я пробовала. Очень тонкие, рвутся. С отеками справляются, мелкие морщинки разглаживают. Храню в холодильнике. Упаковка была хорошая, имеется лопаточка. За эти деньги можно купить патчи лучше.","Добрый день. Спасибо за Ваш отзыв. Толщина патчей сделана для Вашего комфорта, чтобы Вы могли нанести их, и заниматься своими делами, не ощущая дискомфорта при носке. Для того, чтобы удобнее было извлекать из баночки, в комплекте есть удобная лопатка. Приятного применения Вам."
0,2,"белый, розовый","Жесткая и грубая, не понравилась","Здравствуйте!Спасибо, что нашли время и поделились с нами своим впечатлением!Для изготовления комплектов постельного белья и простыней применяется  традиционная российская бязь, выполненная из натурального хлопка, плетение нитей происходит полотняным способом( крест-накрест). Плотность бязи для изделий составляет не менее 120 г/кв м, при таком  показателе вещь считается качественной и долговечной. Для смягчения ткани рекомендуем при полоскании добавлять кондиционер. Возможно Вам больше подойдет постельное белье из сатина. Эта ткань считается более мягкой и приятной на ощупь за счет того, что при ее плетении используются более тонкие нити."
0,2,,"Очень термоядерная, после неё нужно отмывать ванну и себя хорошенько.","Благодарим Вас за обратную связь. Эфирные масла мяты и эвкалипта имеют сильный аромат и чтобы привыкнуть к нему, требуется немного времени."
0,4,фиолетовый,Упаковка вскрыта.,"Добрый день! Спасибо за выбор нашей игрушки подушки и обратную связь. Приносим Вам свои извинения за состояние упаковки. Надеемся, игрушка принесёт массу положительных эмоций! С уважением, Фабрика детского счастья Мякиши."
0,4,белый,"Укулеле пришла в челости, но с маленькими чарапинами и не докрашена в одном месте. А так давольна, играю каждый день.",
0,4,желтый,"3 раза заказывала 38 размер и 3 раза привозили 39! Хотя на сайте 39 размер распродан. Так вот он есть и его много! Ботинки хорошие (брала такие красные и хотела взять еще жёлтые) и им 5, а сборщикам заказа 1.",
10000707,3,коричневый,"Сомнение, что это кожа, как заявлено. Выкупила.","Добрый вечер!
Вы наверное не достаточно внимательно ознакомились с описанием к данному товару, все наши изделия изготовлены из искусственного материала премиального качества.
Вам не стоит переживать за качество изделия, так как все наши изделия проходят многоступенчатый контроль качества на прочность и износостойкость.
Будем рады Вас видеть в числе наших постоянных клиентов.
С наилучшими пожеланиями, VICUNA POLO ."
0,1,белый,Прислали для холодной,
0,1,"серый меланж, белый, черный","Бабушкины трусы.красная цена 50 руб.Указан 42 размер,но по факту все разные,на белых выемка для ног маленькая,из-за этого врезаются в попу.не советую.",Добрый день.Все трусы выглядят именно так на фото.42 размер производителя соответствует 48 российскому размеру.Покупатели трусы хвалят.
0,4,черный,"С виду не плохие, НО очень большемерит. У меня четко стопа 26 см.","Здравствуйте, спасибо за ваш отзыв. Досадно, что кроссовки не подошли. Чтобы определиться с размером, рекомендуем при оформлении заказа свериться с размерной сеткой на странице товара, посмотреть размер на вашей паре обуви adidas или изучить комментарии других покупателей.
"
0,1,colorless,"Не удалось попробовать... Заказала 500 грамм, а прислали 100 грамм, и это при покупке онлайн! Прикольно, за 700 рублей получить шоколадку 100 грамм.",
0,4,серебристый,Красивое колечко,"Здравствуйте, большое спасибо за отзыв, очень рады, что Вы довольны покупкой! И спасибо за то, что своим отзывом Вы помогаете делать выбор другим покупателям! "
0,1,серебристый,"Пришла другая цепь весом меньше , 8 грамм ?! Хотя заявлено минимальный вес 12 грамм в размере 40 ! ",
10002627,2,белый,"Очень красивый и стильный, ребенку понравился,на этом плюсы закончились... Течет ручьями. Столько будешь держать,столько будет капать. Брала специально непроливайку,чтобы пить компот,по итогу всё в лужах и липнет, брала с собой в рюкзак и там лужа. Собираю правильно,всё проверила,вставляю силиконовые части плотно.","Добрый день! Напишите в заботливую службу поддержки Twistshake, контакты есть на упаковке или VK Twistshake | Детская посуда мы все проверим, думаем, что точно сможем Вам помочь и вы сможете исправить вашу оценку. "
0,1,черный,"Вот так так вчера ещё 890 рублей... Краска хороша, только с ценой не согласна.",
10002333,2,черный,Пришёл весь грязный. Отказ ,"Здравствуйте. Благодарим вас за отзыв. Просим в таких случаях обращаться к оператору пункта выдачи, чтобы мы могли своевременно изъять из оборота такой костюм. Просим наших покупателей относиться бережно к вещам во время примерки!"
0,2,ярко-красный,"К сожалению товар пришел как-то странно упакован: в картонной коробке! Продукт внутри какой-то неестественно жидкий, как сок с мякотью((  на пасту совсем не похож! Отказ!",
0,2,зеленый,"Для дома это платье самое то, но не за эту цену,  за 200 рублей да, но не за 660(( Очень тонкое,  без форменное,  и только зайца по бокам немного украшают. Цвет ну оочень бледный.","Здравствуйте,Илона. Детская одежда нашего бренда изготовлена из 100% хлопкового полотна. Детские платья отвечают всем модным тенденциям 2022 года. Наша компания знает, как одеть ребенка. Летнее платье миди можно носить как  платье для отдыха на море, так и повседневное в садик.  Купить детское платье можно в нашем магазине IVASHKA. Рекомендуем рассмотреть артикулы 34529264 и 52472985 в качестве летней одежды в летний лагерь или дачу. 
С уважением, бренд IVASHKA
"
0,4,,"База приятно пахнет,вроде плотная (в работе ещё не пробовала). Но! Уже кем то была открыта,при том зубами. Мелочь,но неприятно)","Добрый день. Благодарим Вас за обратную связь. Мы рады, что Вы довольны нашей базой. Со своего склада мы отправляем все в целости и полной комплектации, возможно, крышка флакона была повреждена при транспортировке."
0,4,colorless,"Даже как-то обидно, всем нравится, а мы с мамой чувствуем вкус рыбы, очень неприятно есть. Когда только открыла крышку сразу бросился запах рыбы
Но придётся есть ложечку в день так как он полезен. ",
0,3,голубой,"Не плохая сумка,но по размеру большевата. Присутствует перламутр в оттенке. Цену конечно задрали,я заказывала за 2700,сейчас 4500.
Не стоит она 4500. Кожа грубая.","Нам очень не хочется "" Задирать цену"", но цена на кожу с марта выросла на 15%, на фурнитуру на 60%. А доставка в вб к заказчику, за которую платит поставщик, за последний год увеличилась в пять раз... Увы, мы вынуждены повышать цены"
0,4,голубой,Товар соответствует всем пораметрам.,
0,5,,"Хорошая миллиметровка, цвет ""глаза не   режет"", спасибо!",
10003214,2,белый,"Запах чувствуется только когда  брызгаешь, как только капли осели никакого аромата не остаётся. Бесполезная вещь","Добрый день! Спасибо за отзыв. Сожалеем, что использование средства не оправдало ваших ожиданий."
10002975,1,зеленый,Отличный товар в качественной упаковке,"Большое Вам спасибо за Ваш отзыв. Мы рады, что Вашему ребёнку понравился наш тренажёр . Желаем его долгого использования Вашими детьми  и не забывайте о безопасности при прыжках))!  У нашего бренда Moby Kids есть ещё самокаты и другие товары для спорта и отдыха для детей))
"
0,1,,"Пришли наклейки с литл пони,вместо татуировок!!завтра их хотели использовать на Хэллуин. Ещё раз убеждаюсь,что надо перестать заказывать что-либо на этом сайте. Очень много раз приходил или не тот товар,или товар ненадлежащего качества...",
0,4,,"На самом деле, книга не про древний мир в целом, а про Древний Египет + немного о мифах других древних цивилизаций. Сын, 6,5, заказал, но мне кажется, для такого возраста сложновато.","Здравствуйте! Для того, чтобы Вам определиться с целесообразностью приобретения данной книги, мы размещаем содержание и развороты."
0,4,colorless,"Ребята, честно... Надоело засохший брать))
Мне нравится свежий, до этого заказывал 4 банки. 
Когда свежий беру) Не свежий, возращаю)",Благодарим за обратную связь)
0,2,белый,"После того как кастрюльки  постоят в холодильнике с едой, или в них что-то покипит на плите, появляются вот такие странные разводы. 😱Есть подозрение что это окисление. Легко отмывается пемолюксом и водой. НО , непонятно, несёт ли это какой-то вред для здоровья?… 😨Сами кастрюли красивые, когда чистые и пустые… А так, – страшно.! Может кто-то подскажет что это может быть?","Здравствуйте! 
Разводы возникают из-за пара, который возникает во время варки. Пар может удерживаться на рельефной поверхности кастрюли.
Пар остается на рельефной поверхности кастрюли  и виден из-за белого цвета кастрюли.

Налет, который образуется из-за пара, абсолютно безопасен для здоровья. Турецкий производитель “AVSAR EMAYE” гарантирует безопасность изделий для здоровья.
Налет легко смывается .
"
0,2,серый,"Заказала кофту Lucky Child, арт. 756116, к сожалению доставили абсолютно другую - тонкую, больше похожую на распашонку, поэтому оценить качество товара не представилось возможным(((",
0,1,,"Отклеена защитная мембрана,количество таблеток не соответствуют указанному на флаконе количеству.","Добрый день, Ольга! Спасибо за Ваше сообщение. Мы очень сожалеем, что Вам пришлось столкнуться с подобной ситуацией. Проблема могла возникнуть в связи с ошибкой при перевозке заказа со склада WILDBERRIES. По вопросам возврата денежных средств или обмена мы рекомендуем обратиться в службу поддержки клиентов WILDBERRIES. С уважением, команда АСНА."
10002270,3,,Истекающий срок годности!,"Добрый день. Мы сожалеем, что вам достался набор с малым остаточным сроком годности. Но масло может храниться и дольше, указанный срок- законное требование, необходимое для реализации подобных продуктов."
10004020,1,сиреневый,"Слайм приятный для рук и ""жмяканья"" действительно как ""масло"". Но при покупке был разноцветным, а когда дочь начала играть, стал серым за считанные минуты. Не советую, если цвет ребенку принципиален.👎👎👎👎👎",
0,3,синий,"Платье идёт в размер, цвет не совпадает. Не понятно зачем в заде платья разрез если сверху накидка идёт. Вместо цветка пришла непонятная маленькая брошка. Расстроены, поэтому отказ. ",
0,4,"серый, розовый","Комбинезон хороший)но я заказывал размер 50-56,а пришёл 56-62(((но все ровно оставила на вырост)",
0,3,голубой,Качество хорошее но швы неровные. Для такой цены нужно контролировать все это(((. Доставка хорошо работает ,
0,2,,"Не смогла оценить по достоинству, ибо пришли протекшие.возврат",
0,3,бежевый,"Качество среднее. Маломерит. Если сомневаетесь в размере берите на размер больше. Печально, что нельзя примерить, т.к. он запечатан и оклеен «стерильно». Не понятно зачем вообще ",
0,1,темно-синий,"Заказывала как зимнюю обувь. Внутри только кожа. Это совсем не зима. Жалко процент выкупа из-за неточного описания!! В остальном - цвет как на фото, носок круглый, идут на широкую стопу. Одна звезда за неточное описание - для покупок в интернет магазине это очень важно, особенно, когда это отражается на проценте выкупа.",
0,4,пудровый,"Боди чё то прям сильно маломерит, и разница месту 74 и 80 в сантиметр 🙄 выкупила все таки 80, и какого было моё удивление, что 80 р на 6,5 мес и 72 см  был почти в притык. В рукавах 0.5 см, под попой так же могу оттянуть пол сантиметра. А вот с горловиной мне не совсем понятно, вырез должен быть почти на плечах что ль? 😂 Или в горловине большой? Кароч, как не крутила его, как не вертела, не поняла 💁‍♀️ и да, надеюсь что после стирок никаких разводов и пятен не окажется",
0,5,черный,"Хороший телефон! Легкий, шустрый) Для ребёнка за такую сумму идеальный! ",
0,2,colorless,"Треть банки кости, попалась часть спинки с хвостом. По вкусу сьедобно. Желе мутное. Брала на пробу, больше брать не стану","Добрый день! Благодарим вас за отзыв и обратную связь. Сожалеем, что вам не понравился продукт. Мы стараемся, чтобы наш товар становился лучше и учитываем каждый комментарий. Желаем Вам приятных покупок!"
0,5,черный,"Отличная кисть, чуть сплюснута. Не уверена, что подойдет для тушевки, если только что-то немного подтушевать, а вот наносить тени ей вообше кайф, рекомендую","Здравствуйте! Благодарим Вас за отзыв и высокую оценку! Нам очень важно, чтоб покупатели получали удовольствие от использования продуктов LIMONI. Надеемся, что и все последующие покупки будут полностью оправдывать Ваши ожидания, например  Карандаш для глаз Precision Eyeliner (арт. 6984760). С уважением, команда LIMONI"
10001392,3,бежевый,"Пудра не понравилась, плохо ложится, не понимаю восторженных отзывов, несмотря на 2 тон-белая как мел","Здравствуйте. Нам искренне жаль, что товар вам не подошел и покупка не принесла вам самых положительных эмоций. В нашем каталоге присутствует большой ассортимент аналогичного товара, и вы всегда можете подобрать что-то именно для себя. Если вы сомневаетесь в том, подойдет ли конкретный продукт именно вам, вы можете задать вопрос касательно его свойств в разделе ""Отзывы и вопросы"". Представитель бренда ответит вам в самые короткие сроки. Спасибо за ваш отзыв: он поможет нам в будущем оправдывать ваши ожидания касательно качества товара или сервиса."
0,1,"серый, коричневый, голубой",Второй раз приходит комплект с дефектом. Сейчас вообще с порезом упаковки и ткани. Слов нет...,"Добрый день! Спасибо за Ваш отзыв. Нам очень жаль, что полученный товар был доставлен Вам в ненадлежащем виде. Данный инцидент мог произойти во время вскрытия партии товара на складе магазина. Магазин обещал взять под контроль данную проблему. Надеемся, что вновь заказанные товары будут соответствовать всем параметрам качества. Ваш отзыв был передан для проведения разбирательств."
0,4,серый,"Тапки крутые, но пришли с бумбонами на разном расстоянии:(","Юлия, такое очень редко, но случается, когда помпоны могут быть пришиты не симметрично. Просим проверять тапочки перед покупкой. Приносим свои извинения."
0,1,черный,Не рекомендую!!! Заказали в прошлом году в конце сезона. После месяца носки треснула подошва.,
0,1,,Прислали какой-то чай который я не заказывала,"Здравствуйте! Приносим извинения за предоставленные неудобства. К сожалению, в разделе отзывы личные заказы не отображаются, и мы не можем уточнить детали Вашего заказа и доставки. Благодарим, что сообщили нам об этом. Перед каждой отправкой товара на склад, мы контролируем сроки годности и тщательно проверяем комплектацию и целостность упаковки товара. Мы понимаем, что Вы были огорчены, получив продукт не верной комплектации и рекомендуем Вам проверять  товар в пункте выдачи заказов. Просим Вас сообщить о ситуации в разделе Обращения в Личном кабинете. Мы и служба логистики Wildberries стремимся к тому, чтобы заказы были доставлены в целостности и в кратчайшие сроки. Благодарим за понимание! "
0,3,"красный, белый","Пришел розовый-- не красный, перекошенный.","Органайзер доставляется в сложенном виде и ему нужно время, чтобы расправиться. После того, как вы заполните его лекарствами, он примет нормальную форму. "
0,2,синий,"Тапочки классные,но,что ж за безобразие такое,за немалую стоимость для домашней обуви приходит бракованый товар.Судя по отзывам,не одна я столкнулась с такой проблемой.Очень жаль...",Приносим свои извинения за данную ситуацию! Такое случается из-за сложности прошива натурального пера.
0,3,темно-синий,"Слишком широкий, большемерка, рукава длинные, материал тонкий, пришёл пиджак весь мятый, не стали выкупать",
0,4,бежевый,Маломерит на 2 размера,"Добрый день, Юлия. Спасибо за мнение. Для нас это очень важно. Мы сожалеем о том, что вашей девочке не подошла толстовка по размеру.  Все дети разные, у каждого из них свои индивидуальные особенности. Обращаем внимание, что размер подбирается исходя из физиологических особенностей ребенка. Если у Вас возникают сомнения по выбору размера, Вы всегда можете обратиться к нам в разделе «Вопросы», и мы предоставим более детальную информацию замеров каждого изделия. С уважением компания Lucky Child"
0,2,синий,"размер 40 подходит на 58-60.  при ношении джинсов происходит окраска синей краской белой обуви  и все что  к ним прикасается :сумка ,куртка. это плохо",Добрый день! С данной ситуацией разбираемся. Приносим свои извинения! Хорошего Вам дня!
0,5,красный,Отличные трусики.,
0,4,белый,"Коврик сильно пупыристый. По всей поверхности как звездочки. У трехмесячного малыша, одетого  в бодик на голых ножках остались следы от коврика. Складки/бороздки глубокие, из-за этого поверхность очень неровная. Брала для начала ползанья, но в покупке разочаровалась. Возможно будет удобен для деток постарше. Из плюсов нет никакого запаха. ",
10000390,4,черный,"В составе нет хлопка, 70% вискоза. Размер Л реально на 52 и высокий рост. На мой 46-48 и рост 162 просто огромный мешок с длиннющими рукавами. Хотя я люблю оверсайз, но это не тот случай .","Спасибо за внимательность! Состав исправили. С уважением, modify."
10000508,5,черный,"Сумка хорошая, немного габаритные.  По качеству хорошая. Мне понравилась. Буду носить с удовольствием.","Здравствуйте! Благодарим вас за отзыв и желаем вам долгого и приятного пользования! Для получения информации о наших новинках, вы можете поставить отметку ""Нравится"" бренду Dizzolino, для этого необходимо перейти на страницу бренда, кликнув на логотип Dizzolino в карточке товара и нажать на сердечко. У нас очень много стильных, модных и интересных сумок и рюкзаков Российского производства, будем вам очень рады!"
0,4,,Брала много разных вкусов..банан так себе...,"Спасибо за отзыв,Бананы мы сами сушим и по качеству они лучше получаются  , ну видимо не ваш вкус)"
0,1,молочный,"Пришёл не того размера, который заказывала.",
0,1,синий,Вообще не пахнет!,
0,3,"прозрачный, черный","Зонтик большой и симпатичный, но отказ из за царапин, которые скоро могут порваться. Прошу не учитывать в процент выкупа.",
10003212,2,белый,"Аромат лаванды приятный, но еле уловимый и выветривается за 5 минут, сколько ни распыляй","Добрый день! Спасибо за отзыв. Сожалеем, что использование средства не оправдало ваших ожиданий."
0,5,"молочный, темно-коричневый","Нормальная кофта. Материал достаточно тонкий, как на фуфайках. Размер 110-116 на рост 110 с совсем маленьким запасом. Так что слегка маломерит. Рукава из более бежевого материала, чем на фото. Оставили, т.к. со скидкой вышло дешево. Но думаю, что не стоит составлять из нее комплект со штанами; может смотреться как пижама",
0,5,красный,Отличный костюм. Очень тёплый.,"Спасибо Вам за ваш отзыв, очень рады, что Вам все понравилось! Носите с удовольствием!"
0,1,"прозрачный, черный",Я в шоке. У меня такое впервый раз. Распоковою зонт а он сломон просто сломанная трость и дырка большая в зонте. Ужасное качество,"Здравствуйте! Мы искренне сожалеем, что товар был доставлен  в ненадлежащем состоянии, и приносим свои извинения. . Благодарим, что не оставили без внимания и сообщили нам. Будем стараться, чтобы впредь подобного не происходило, и Вы всегда оставались довольны покупкой и качеством обслуживания. С уважением, Wildberries."
10004091,5,черный,"Уже лет 12 покупаю бюстгалтеры только этой фирмы. Так как грудь большая, модель подобрать тяжело. У Инканто идеальные лекало и отменное качество, им нет сноса!!! Грудь всегда смотрится в них шикарно!!! И вот сейчас, когда беременна, встал вопрос о покупке бюста большего размера. На параметры 84/104 заказала 5D. Модель села идеально, грудь держит просто супер. Но на лямке есть дефект, заводской брак(((( Буду перезаказывать точно такой же!!! Прошу не снимать процент выкупа.",
0,3,"серый, розовый",Узкие гчень,"Лиана, при первой примерке может показаться, что тапочки очень узкие. Но они быстро разнашиваются и становятся больше. "
0,2,черный,Очень понравилась лампа. Но прослужила меньше месяца( очень обидноШтекер слабенький,
0,5,,"Упаковка не большая, думала чуть больше будет, ну так тоже не плохо, чай не пробовали, так как для подарка, все целое, пришло быстро","Здравствуйте. Спасибо за Ваш отзыв, мы его очень ценим. Очень рады, что наш продукт Вам понравился и Вы получили удовольствие."
0,3,розовый,"Постельное белье хорошее. Но в описании наволочка 50*70, а прислали 70*70. Отказываться не стала, но придется подшивать. За это сняла звезды.","Добрый день. Благодарим вас за отзыв. Нам очень важна обратная связь от покупателей. Информация  в магазине будет проверена и скорректирована. Если вы обнаружили брак, вы можете отказаться от покупки или сдать товар."
0,1,бирюзовый,"Браслет просто отвратительный, приложение к нему очень плохо работает и порой не понятно, что это за настройка, фазы сна не фиксирует, очень пожалела, что взяла ",
0,1,белый,"Струны говно откровенное,не поддаётся настрою,краска и качество покраски сплошные слезы ",
0,2,бежевый,"Простынь несоответствунт заявленным размерам, еле натянула на матрас, при заявленной высоте матраса 20см высота бортов по швам 18！остальные размеры тоже удивили 190х165 （возможно и меньше просто на матрасе растянулась） - в боках швы сьехали еще и сильно в натяжку, качество материала тоже не особо, оттенок желтоватый",
0,3,оранжевый,На фото результат после первой носки. Отвратительно сшит. Нитки вытянулись между ног. И это его еще не стирали! В общем качество оставляет желать лучшего...,
0,2,белый,Пришёл не такой как на картинке вообще на другой планшет,
0,5,,"Не описать, в каком я восторге от этих штук! Использовала раз в неделю. За пять ""сеансов"" полностью избавилась от черных точек",
10003930,1,черный,Тонкий и с запахом химиката,
10003617,3,"черный, красный","Хлопка там меньше, чем заявлено",
0,1,красный,"Сумка маленькая,прямо как детская))",
0,3,черный,"Возврат , неправильные размеры , прошу не учитывать процент выкупа очень обидно ",
0,4,"красный, бордовый, винный, красный бархат, вишнево-красный, малиново-красный, красный каркаде, малиновый, вишневый","Цвет не соответствует фото , ждала красный , пришёл бардо . Расстроена","Добрый день! Благодарим вас за положительный отзыв, рады что вы выбрали гель лак для ногтей LIANAIL. С гель лаком для маникюра LIANAIL вы будете в центре внимания.
Рекомендуем попробовать такие продукты как : база для гель лака LIANAIL и топ для ногтей LIANAIL
Приятных покупок! Надеемся увидеть вас снова."
